concept:name,day,user,case:concept:name
Activity B,Tuesday,Doretta,383
Activity A,Friday,Seth,384
Activity O,Thursday,Lucy,384
Activity U,Thursday,Ling,384
Activity X,Monday,Hugo,384
Activity V,Tuesday,Emily,384
Activity P,Tuesday,Shandi,384
Activity B,Thursday,Charles,384
Activity A,Friday,Donald,385
Activity O,Friday,Sharee,385
Activity U,Wednesday,Johnny,385
Activity X,Monday,Hugo,385
Activity V,Tuesday,Brian,385
Activity P,Wednesday,Frances,385
Activity B,Thursday,Amanda,385
Activity A,Friday,Seth,386
Activity O,Wednesday,Hassie,386
Activity S,Friday,Lisa,386
Activity T,Wednesday,Jin,386
Activity P,Tuesday,Chan,386
Activity B,Thursday,Amanda,386
Activity A,Monday,Sharee,387
Activity O,Wednesday,Hassie,387
Activity S,Friday,Lisa,387
Activity T,Tuesday,James,387
Activity P,Friday,Jimmy,387
Activity B,Wednesday,Craig,387
Activity A,Friday,Melany,388
Activity Z,Thursday,Lannie,388
Activity AA,Wednesday,Jamika,388
Activity AE,Friday,Evelin,388
Activity AB,Tuesday,Hoyt,388
Activity B,Monday,Ling,388
Activity A,Thursday,Sharee,389
Activity O,Friday,Sonia,389
Activity U,Wednesday,Carmella,389
Activity X,Monday,Hugo,389
Activity V,Tuesday,Brian,389
Activity P,Wednesday,Frances,389
Activity O,Friday,Sonia,389
Activity U,Wednesday,Carmella,389
Activity X,Monday,Hugo,389
Activity B,Thursday,Amanda,389
Activity A,Tuesday,Lisa,390
Activity Y,Monday,Lourdes,390
Activity B,Thursday,Jimmy,390
Activity V,Tuesday,Brian,391
Activity A,Friday,Seth,391
Activity O,Friday,Sharee,391
Activity U,Monday,Ronald,391
Activity W,Tuesday,Tiffiny,391
Activity P,Friday,Jimmy,391
Activity B,Wednesday,Craig,391
Activity A,Friday,Melany,392
Activity Z,Thursday,Lannie,392
Activity AA,Monday,Chan,392
Activity AC,Thursday,Jin,392
Activity AB,Monday,Hoyt,392
Activity B,Monday,Hugo,392
Activity A,Tuesday,Rossie,393
Activity Y,Wednesday,Lannie,393
Activity B,Thursday,Jimmy,393
Activity A,Friday,Rossie,394
Activity Y,Wednesday,Lannie,394
Activity B,Thursday,Jimmy,394
Activity A,Friday,Sonia,395
Activity O,Thursday,Lucy,395
Activity U,Thursday,Ling,395
Activity X,Monday,Hugo,395
Activity V,Tuesday,Brian,395
Activity P,Wednesday,Frances,395
Activity B,Thursday,Amanda,395
Activity A,Friday,Sonia,396
Activity U,Thursday,Anna,396
Activity X,Monday,Hugo,396
Activity V,Tuesday,Emily,396
Activity P,Friday,Jimmy,396
Activity B,Wednesday,Craig,396
Activity AA,Monday,Gema,397
Activity AD,Monday,Sherell,397
Activity AB,Tuesday,Amanda,397
Activity A,Friday,Melany,397
Activity Z,Monday,Lannie,397
Activity B,Thursday,Amanda,397
Activity A,Friday,Donald,398
Activity O,Thursday,Lucy,398
Activity U,Wednesday,Anna,398
Activity X,Wednesday,Hannah,398
Random activity 23,Random day 4,Random user 45,398
Activity V,Tuesday,Brian,398
Random activity 7,Random day 1,Random user 32,398
Activity P,Wednesday,Frances,398
Activity B,Thursday,Amanda,398
Activity A,Monday,Sonia,399
Activity O,Wednesday,Lannie,399
Activity S,Friday,Lisa,399
Activity T,Wednesday,Jin,399
Activity P,Friday,Jimmy,399
Activity B,Wednesday,Craig,399
Activity A,Tuesday,Rossie,400
Random activity 23,Random day 2,Random user 30,400
Activity Y,Wednesday,Lannie,400
Activity B,Thursday,Jimmy,400
Activity A,Friday,Steve,401
Activity Z,Monday,Lannie,401
Activity AA,Thursday,Chan,401
Activity AC,Tuesday,Junior,401
Activity AB,Tuesday,Hoyt,401
Activity B,Monday,Hugo,401
Activity A,Monday,Lourdes,402
Activity O,Wednesday,Lannie,402
Activity S,Friday,Lisa,402
Activity T,Wednesday,Jin,402
Activity P,Wednesday,Frances,402
Activity B,Tuesday,Doretta,402
Activity A,Friday,Melany,403
Activity Z,Monday,Lannie,403
Activity AA,Monday,Rossana,403
Activity AF,Monday,Jamika,403
Activity AB,Friday,Amanda,403
Activity B,Thursday,Amanda,403
Activity A,Monday,Sonia,404
Activity O,Monday,Hannah,404
Activity S,Monday,Sigrid,404
Activity T,Sunday,Ryan,404
Activity P,Tuesday,Ryan,404
Activity B,Wednesday,Craig,404
Activity A,Friday,Sonia,405
Activity S,Wednesday,Lisa,405
Activity T,Friday,Anna,405
Activity P,Tuesday,Ryan,405
Activity O,Monday,Hannah,405
Activity B,Thursday,Craig,405
Activity A,Friday,Sonia,406
Activity O,Thursday,Lucy,406
Activity U,Wednesday,Anna,406
Activity X,Monday,Hugo,406
Activity V,Tuesday,Brian,406
Activity P,Friday,Jimmy,406
Activity B,Wednesday,Craig,406
Activity A,Thursday,Sharee,407
Activity O,Wednesday,Lannie,407
Activity S,Friday,Lisa,407
Activity T,Wednesday,Jin,407
Activity P,Wednesday,Frances,407
Activity B,Thursday,Amanda,407
Activity A,Friday,Melany,408
Activity Z,Monday,Lannie,408
Activity AA,Thursday,Clayton,408
Activity AD,Friday,Sherell,408
Activity AB,Tuesday,Amanda,408
Activity B,Thursday,Amanda,408
Activity A,Monday,Sharee,409
Activity O,Friday,Sonia,409
Activity U,Wednesday,Carmella,409
Activity X,Wednesday,Hannah,409
Activity V,Tuesday,Brian,409
Activity P,Tuesday,Ryan,409
Activity B,Wednesday,Craig,409
Activity A,Friday,Melany,410
Activity Z,Monday,Lannie,410
Activity AC,Tuesday,Junior,410
Activity AB,Tuesday,Hoyt,410
Activity AA,Wednesday,Sherlene,410
Activity B,Monday,Hugo,410
Activity A,Friday,Melany,411
Activity Z,Monday,Lannie,411
Activity AA,Monday,Gema,411
Activity AD,Friday,Brant,411
Activity AB,Tuesday,Amanda,411
Activity B,Thursday,Amanda,411
Activity A,Friday,Melany,412
Activity Z,Monday,Lannie,412
Activity AB,Tuesday,Jamika,412
Activity AA,Thursday,Jamika,412
Activity AE,Tuesday,Rossie,412
Activity B,Thursday,Amanda,412
Activity A,Friday,Melany,413
Activity Z,Monday,Lannie,413
Activity AA,Thursday,Shandi,413
Activity AE,Tuesday,Rossie,413
Activity AB,Tuesday,Jamika,413
Activity B,Tuesday,Doretta,413
Activity A,Friday,Lourdes,414
Activity O,Thursday,Lucy,414
Activity U,Thursday,Ling,414
Activity X,Monday,Hugo,414
Activity V,Tuesday,Brian,414
Activity P,Tuesday,Shandi,414
Activity B,Monday,Pam,414
Activity A,Friday,Melany,415
Activity Z,Thursday,Lannie,415
Activity AA,Thursday,Chan,415
Activity AC,Thursday,Jin,415
Activity AB,Tuesday,Jamika,415
Activity B,Thursday,Amanda,415
Activity A,Friday,Seth,416
Activity O,Friday,Sharee,416
Activity U,Thursday,Carmella,416
Activity X,Monday,Hugo,416
Activity V,Tuesday,Emily,416
Activity P,Wednesday,Frances,416
Activity B,Thursday,Amanda,416
Activity A,Friday,Melany,417
Activity Z,Monday,Ling,417
Activity AA,Monday,Rossana,417
Activity AF,Monday,Jamika,417
Activity AB,Tuesday,Amanda,417
Activity B,Tuesday,Doretta,417
Activity A,Friday,Melany,418
Activity Z,Monday,Lannie,418
Activity AA,Wednesday,Sherlene,418
Activity AC,Thursday,Jin,418
Activity AB,Monday,Hoyt,418
Activity B,Monday,Hugo,418
Activity A,Wednesday,Sharee,419
Activity O,Wednesday,Lannie,419
Activity S,Monday,James,419
Activity T,Friday,Clayton,419
Activity P,Tuesday,Chan,419
Activity B,Thursday,Amanda,419
Activity A,Friday,Melany,420
Activity Z,Monday,Lannie,420
Activity AA,Monday,Gema,420
Activity AD,Thursday,Sherell,420
Activity AB,Friday,Amanda,420
Activity B,Thursday,Amanda,420
Activity A,Friday,Sonia,421
Activity O,Friday,Sharee,421
Activity U,Thursday,Anna,421
Activity X,Wednesday,Jin,421
Activity V,Tuesday,Emily,421
Activity P,Friday,Jimmy,421
Activity B,Wednesday,Craig,421
Activity A,Friday,Seth,422
Activity O,Friday,Sharee,422
Activity U,Wednesday,Ling,422
Activity X,Wednesday,Hannah,422
Activity V,Tuesday,Brian,422
Activity P,Tuesday,Ryan,422
Activity B,Wednesday,Craig,422
Activity U,Wednesday,Ling,422
Activity X,Wednesday,Hannah,422
Activity A,Tuesday,Rossie,423
Activity Y,Wednesday,Lannie,423
Activity B,Thursday,Jimmy,423
Activity A,Friday,Donald,424
Activity O,Wednesday,Lannie,424
Activity S,Monday,James,424
Activity T,Wednesday,Jin,424
Activity P,Friday,Johnny,424
Activity B,Thursday,Charles,424
Activity A,Wednesday,Sonia,425
Activity O,Friday,Sharee,425
Activity U,Thursday,Brant,425
Activity X,Wednesday,Hannah,425
Activity V,Tuesday,Emily,425
Activity P,Wednesday,Frances,425
Activity B,Tuesday,Doretta,425
Activity A,Friday,Seth,426
Activity O,Monday,Alyce,426
Activity Q,Friday,Hoyt,426
Activity R,Tuesday,Steve,426
Activity P,Friday,Johnny,426
Activity B,Thursday,Charles,426
Activity A,Thursday,Hugo,427
Activity Z,Thursday,Lannie,427
Activity AA,Friday,Rossana,427
Activity AF,Thursday,Alpha,427
Activity AB,Tuesday,Amanda,427
Activity B,Thursday,Amanda,427
Activity O,Wednesday,Lannie,428
Activity S,Monday,James,428
Activity T,Wednesday,Jin,428
Activity P,Wednesday,Frances,428
Activity B,Thursday,Amanda,428
Activity A,Friday,Melany,429
Activity Z,Thursday,Lannie,429
Activity AC,Thursday,Jin,429
Activity AB,Tuesday,Jamika,429
Activity AA,Thursday,Chan,429
Activity B,Thursday,Amanda,429
Activity A,Wednesday,Lourdes,430
Random activity 27,Random day 4,Random user 27,430
Activity O,Monday,Hannah,430
Activity S,Friday,Lisa,430
Activity T,Wednesday,Jin,430
Activity P,Tuesday,Chan,430
Activity B,Thursday,Amanda,430
Activity A,Thursday,Sonia,431
Activity O,Wednesday,Lannie,431
Random activity 10,Random day 4,Random user 14,431
Activity S,Monday,James,431
Random activity 1,Random day 2,Random user 16,431
Activity T,Friday,Anna,431
Activity P,Tuesday,Ryan,431
Activity B,Wednesday,Craig,431
Activity A,Wednesday,Lourdes,432
Activity O,Thursday,Lucy,432
Random activity 22,Random day 1,Random user 15,432
Activity U,Thursday,Anna,432
Activity X,Wednesday,Hannah,432
Activity V,Tuesday,Brian,432
Activity P,Friday,Jimmy,432
Activity B,Wednesday,Craig,432
Random activity 18,Random day 3,Random user 61,433
Activity A,Tuesday,Rossie,433
Activity Y,Wednesday,Lannie,433
Activity B,Thursday,Jimmy,433
Activity A,Thursday,Sonia,434
Activity O,Wednesday,Lannie,434
Activity S,Friday,Lisa,434
Activity T,Friday,Clayton,434
Activity P,Wednesday,Frances,434
Activity B,Thursday,Amanda,434
Activity A,Friday,Rossie,435
Activity Y,Wednesday,Lannie,435
Activity B,Thursday,Jimmy,435
Activity A,Monday,Lourdes,436
Activity O,Monday,Hannah,436
Random activity 29,Random day 1,Random user 19,436
Activity S,Friday,Lisa,436
Activity T,Wednesday,Jin,436
Activity P,Friday,Jimmy,436
Activity B,Thursday,Craig,436
Activity A,Monday,Sonia,437
Activity O,Thursday,Lucy,437
Activity U,Thursday,Ling,437
Activity X,Monday,Hugo,437
Activity V,Tuesday,Brian,437
Activity P,Wednesday,Frances,437
Activity B,Thursday,Amanda,437
Activity A,Tuesday,Rossie,438
Random activity 27,Random day 3,Random user 46,438
Activity Y,Wednesday,Lannie,438
Activity B,Thursday,Jimmy,438
Activity A,Thursday,Sonia,439
Activity O,Friday,Sonia,439
Activity U,Thursday,Ling,439
Activity X,Monday,Hugo,439
Activity V,Tuesday,Brian,439
Activity P,Tuesday,Chan,439
Activity B,Thursday,Amanda,439
Activity X,Monday,Hugo,439
Activity V,Tuesday,Brian,439
Activity P,Tuesday,Chan,439
Activity A,Wednesday,Sonia,440
Activity O,Friday,Sharee,440
Activity U,Thursday,Anna,440
Activity X,Wednesday,Hannah,440
Activity B,Tuesday,Doretta,440
Activity A,Friday,Melany,441
Activity Z,Monday,Lannie,441
Activity AA,Friday,Paul,441
Activity AF,Thursday,Alpha,441
Activity AB,Tuesday,Amanda,441
Activity B,Tuesday,Doretta,441
Activity U,Wednesday,Carmella,442
Activity X,Wednesday,Hannah,442
Activity V,Tuesday,Brian,442
Activity P,Tuesday,Ryan,442
Activity B,Thursday,Craig,442
Activity A,Friday,Melany,443
Activity Z,Monday,Lannie,443
Activity AA,Monday,Chan,443
Activity AC,Tuesday,Junior,443
Activity AB,Monday,Hoyt,443
Activity B,Monday,Hugo,443
Activity A,Friday,Melany,444
Activity Z,Monday,Lannie,444
Activity AA,Wednesday,Sherlene,444
Activity AC,Wednesday,Sigrid,444
Activity AB,Tuesday,Jamika,444
Activity B,Tuesday,Doretta,444
Activity A,Thursday,Sharee,445
Activity O,Wednesday,Hassie,445
Activity S,Monday,James,445
Activity T,Wednesday,Jin,445
Activity P,Tuesday,Chan,445
Activity B,Tuesday,Doretta,445
Activity AA,Thursday,Paul,446
Activity AF,Thursday,Lannie,446
Activity AB,Friday,Amanda,446
Activity B,Thursday,Amanda,446
Activity T,Wednesday,Jin,447
Activity P,Friday,Jimmy,447
Activity A,Friday,Donald,447
Activity O,Wednesday,Lannie,447
Activity S,Monday,James,447
Activity B,Wednesday,Craig,447
Activity A,Friday,Melany,448
Activity Z,Thursday,Lannie,448
Activity AA,Wednesday,Maryellen,448
Activity AF,Monday,Lannie,448
Activity AB,Tuesday,Amanda,448
Activity B,Tuesday,Doretta,448
Activity A,Thursday,Hugo,449
Activity Z,Thursday,Lannie,449
Activity AA,Wednesday,Maryellen,449
Activity AF,Thursday,Alpha,449
Activity AB,Tuesday,Amanda,449
Activity B,Thursday,Amanda,449
Activity A,Friday,Melany,450
Activity Z,Monday,Lannie,450
Activity AA,Thursday,Chan,450
Activity AC,Tuesday,Junior,450
Activity AB,Monday,Hoyt,450
Activity B,Monday,Hugo,450
Activity A,Monday,Lourdes,451
Activity O,Friday,Sharee,451
Activity U,Thursday,Ling,451
Activity X,Wednesday,Hannah,451
Activity V,Tuesday,Emily,451
Activity P,Tuesday,Shandi,451
Activity B,Thursday,Charles,451
Activity A,Monday,Lourdes,452
Activity O,Monday,Hannah,452
Activity S,Monday,James,452
Activity T,Wednesday,Jin,452
Activity P,Friday,Jimmy,452
Activity B,Wednesday,Craig,452
Activity A,Friday,Melany,453
Activity Z,Monday,Lannie,453
Activity AA,Wednesday,Craig,453
Activity AC,Tuesday,Gema,453
Activity AB,Monday,Hoyt,453
Activity B,Saturday,Sherell,453
Activity A,Friday,Melany,454
Activity Z,Monday,Lannie,454
Activity AA,Thursday,Chan,454
Activity AC,Thursday,Jin,454
Activity AB,Tuesday,Hoyt,454
Activity B,Monday,Hugo,454
Activity A,Friday,Melany,455
Activity Z,Thursday,Lannie,455
Activity AA,Thursday,Clayton,455
Activity AD,Wednesday,Sherell,455
Activity AB,Tuesday,Amanda,455
Activity B,Tuesday,Doretta,455
Activity A,Thursday,Sharee,456
Activity O,Friday,Sonia,456
Activity U,Wednesday,Johnny,456
Activity X,Wednesday,Hannah,456
Activity V,Tuesday,Brian,456
Activity P,Friday,Jimmy,456
Activity B,Wednesday,Craig,456
Activity A,Friday,Donald,457
Activity O,Friday,Sharee,457
Activity U,Thursday,Ling,457
Activity X,Monday,Hugo,457
Activity V,Tuesday,Brian,457
Activity P,Tuesday,Ryan,457
Activity B,Wednesday,Craig,457
Activity A,Wednesday,Steve,458
Activity Z,Monday,Lannie,458
Activity AA,Friday,Paul,458
Activity AF,Thursday,Alpha,458
Activity AB,Friday,Amanda,458
Activity B,Thursday,Amanda,458
Activity A,Friday,Rossie,459
Activity Y,Wednesday,Lannie,459
Activity B,Thursday,Jimmy,459
Activity A,Thursday,Sonia,460
Activity O,Monday,Hannah,460
Activity S,Monday,James,460
Activity T,Friday,Anna,460
Activity P,Tuesday,Shandi,460
Activity B,Thursday,Charles,460
Activity A,Thursday,Sharee,461
Activity O,Monday,Hannah,461
Activity S,Monday,James,461
Activity T,Wednesday,Jin,461
Activity P,Friday,Jimmy,461
Activity B,Wednesday,Craig,461
Activity A,Thursday,Seth,462
Activity O,Wednesday,Hassie,462
Activity S,Monday,James,462
Activity T,Wednesday,Jin,462
Activity P,Friday,Jimmy,462
Activity B,Wednesday,Craig,462
Activity O,Thursday,Lucy,463
Activity U,Thursday,Carmella,463
Activity X,Monday,Hugo,463
Activity V,Tuesday,Emily,463
Activity P,Tuesday,Chan,463
Activity A,Friday,Seth,463
Activity B,Thursday,Amanda,463
Activity A,Thursday,Sonia,464
Activity O,Wednesday,Lannie,464
Activity S,Monday,James,464
Activity T,Wednesday,Jin,464
Activity P,Friday,Jimmy,464
Activity B,Wednesday,Craig,464
Activity A,Friday,Melany,465
Activity Z,Thursday,Lannie,465
Activity AA,Thursday,Chan,465
Activity AC,Tuesday,Junior,465
Activity AB,Monday,Hoyt,465
Activity B,Monday,Hugo,465
Activity A,Friday,Melany,466
Activity Z,Thursday,Lannie,466
Activity AC,Tuesday,Junior,466
Activity AB,Tuesday,Hoyt,466
Activity B,Monday,Hugo,466
Activity A,Friday,Donald,467
Activity O,Wednesday,Lannie,467
Activity S,Monday,James,467
Activity T,Wednesday,Jin,467
Activity P,Wednesday,Frances,467
Activity B,Thursday,Amanda,467
Activity A,Friday,Melany,468
Activity Z,Monday,Lannie,468
Activity AA,Wednesday,Sherlene,468
Activity AC,Tuesday,Junior,468
Activity AB,Monday,Hoyt,468
Activity B,Monday,Hugo,468
Activity S,Monday,James,469
Activity A,Wednesday,Lourdes,469
Activity O,Monday,Hannah,469
Activity T,Friday,Anna,469
Activity P,Tuesday,Chan,469
Activity B,Thursday,Amanda,469
Activity A,Thursday,Sharee,470
Activity O,Wednesday,Lannie,470
Random activity 23,Random day 1,Random user 27,470
Activity S,Monday,James,470
Activity T,Friday,Clayton,470
Activity P,Tuesday,Chan,470
Activity B,Thursday,Amanda,470
Activity P,Tuesday,Chan,471
Activity A,Wednesday,Donald,471
Activity O,Friday,Sharee,471
Activity U,Thursday,Anna,471
Activity X,Monday,Hugo,471
Activity V,Tuesday,Brian,471
Activity B,Tuesday,Doretta,471
Activity A,Thursday,Sonia,472
Activity O,Friday,Sonia,472
Activity U,Wednesday,Johnny,472
Activity X,Monday,Hugo,472
Activity V,Tuesday,Emily,472
Activity P,Tuesday,Chan,472
Activity B,Thursday,Amanda,472
Random activity 15,Random day 3,Random user 67,473
Activity A,Thursday,Sharee,473
Activity O,Wednesday,Lannie,473
Activity S,Monday,James,473
Activity T,Wednesday,Jin,473
Activity P,Tuesday,Ryan,473
Activity B,Wednesday,Craig,473
Activity A,Wednesday,Steve,474
Activity Z,Monday,Lannie,474
Activity AA,Monday,Gema,474
Activity AD,Wednesday,Sherell,474
Activity AB,Wednesday,Doretta,474
Activity B,Friday,Shandi,474
Activity A,Wednesday,Donald,475
Activity O,Thursday,Lucy,475
Activity U,Thursday,Anna,475
Activity X,Monday,Hugo,475
Activity V,Tuesday,Brian,475
Activity P,Friday,Johnny,475
Activity B,Monday,Pam,475
Activity A,Friday,Lourdes,476
Activity O,Monday,Hannah,476
Activity S,Monday,James,476
Activity T,Wednesday,Jin,476
Activity P,Wednesday,Marilyn,476
Activity B,Thursday,Charles,476
Activity A,Wednesday,Sharee,477
Activity O,Friday,Sharee,477
Activity U,Wednesday,Johnny,477
Activity X,Monday,Hugo,477
Activity V,Tuesday,Brian,477
Activity P,Wednesday,Frances,477
Activity B,Thursday,Amanda,477
Activity A,Friday,Melany,478
Activity Z,Monday,Lannie,478
Activity AA,Wednesday,Sherlene,478
Activity AC,Thursday,Jin,478
Activity AB,Tuesday,Jamika,478
Activity B,Thursday,Amanda,478
Activity Y,Wednesday,Lannie,479
Activity A,Tuesday,Rossie,479
Activity B,Thursday,Jimmy,479
Activity Z,Monday,Lannie,480
Activity AA,Wednesday,Paul,480
Activity AF,Thursday,Alpha,480
Activity A,Friday,Melany,480
Activity AB,Tuesday,Amanda,480
Activity B,Thursday,Amanda,480
Activity A,Wednesday,Donald,481
Activity O,Thursday,Lucy,481
Activity U,Wednesday,Carmella,481
Activity X,Monday,Hugo,481
Activity V,Tuesday,Brian,481
Activity P,Wednesday,Marilyn,481
Activity B,Monday,Pam,481
Activity A,Wednesday,Lourdes,482
Activity O,Monday,Hannah,482
Random activity 17,Random day 1,Random user 25,482
Activity S,Monday,James,482
Random activity 30,Random day 3,Random user 29,482
Activity T,Friday,Anna,482
Activity P,Tuesday,Ryan,482
Activity B,Thursday,Craig,482
Activity A,Friday,Melany,483
Activity Z,Monday,Lannie,483
Activity AA,Wednesday,Sherlene,483
Activity AC,Thursday,Jin,483
Activity AB,Tuesday,Jamika,483
Activity B,Thursday,Amanda,483
Activity A,Friday,Rossie,484
Activity Y,Wednesday,Lannie,484
Activity B,Thursday,Jimmy,484
Activity A,Thursday,Donald,485
Activity O,Monday,Hannah,485
Activity S,Monday,James,485
Activity T,Friday,Anna,485
Activity P,Tuesday,Shandi,485
Activity B,Thursday,Charles,485
Activity A,Thursday,Lourdes,486
Activity O,Monday,Hannah,486
Activity S,Friday,Lisa,486
Activity T,Friday,Clayton,486
Activity P,Tuesday,Chan,486
Activity B,Thursday,Amanda,486
Activity A,Wednesday,Donald,487
Activity O,Friday,Sharee,487
Activity U,Wednesday,Carmella,487
Activity X,Monday,Hugo,487
Activity V,Tuesday,Brian,487
Activity P,Wednesday,Frances,487
Activity B,Thursday,Amanda,487
Random activity 22,Random day 1,Random user 26,488
Activity A,Wednesday,Lourdes,488
Activity O,Friday,Sonia,488
Activity U,Thursday,Ling,488
Random activity 24,Random day 1,Random user 69,488
Activity X,Monday,Hugo,488
Activity V,Tuesday,Brian,488
Activity P,Friday,Jimmy,488
Activity B,Wednesday,Craig,488
Activity A,Friday,Seth,489
Activity O,Monday,Hannah,489
Activity S,Monday,James,489
Activity T,Friday,Clayton,489
Activity P,Wednesday,Frances,489
Activity B,Thursday,Amanda,489
Activity A,Friday,Seth,490
Activity O,Wednesday,Lannie,490
Activity S,Monday,James,490
Activity T,Friday,Clayton,490
Activity P,Tuesday,Chan,490
Activity B,Tuesday,Doretta,490
Activity A,Friday,Lourdes,491
Activity O,Friday,Sonia,491
Activity U,Wednesday,Carmella,491
Activity X,Wednesday,Hannah,491
Activity V,Tuesday,Brian,491
Activity P,Tuesday,Shandi,491
Activity B,Monday,Pam,491
Random activity 21,Random day 3,Random user 3,492
Activity A,Friday,Melany,492
Activity Z,Monday,Lannie,492
Activity AA,Monday,Chan,492
Activity AC,Tuesday,Junior,492
